ID Occupied By,Occupied By,ID Year,Year,Household Ownership,Household Ownership Moe,Geography,ID Geography,Slug Geography,share
0,"Owner Occupied",2018,"2018",4336,268,"Cloverleaf, TX","16000US4815628","cloverleaf-tx",0.640094478889873
0,"Owner Occupied",2018,"2018",8220,485.00000000000006,"Deer Park, TX","16000US4819624","deer-park-tx",0.7355046528274874
0,"Owner Occupied",2018,"2018",2268,285,"Four Corners, TX","16000US4827102","four-corners-tx",0.7292604501607717
0,"Owner Occupied",2018,"2018",5608,480.00000000000006,"Fresno, TX","16000US4827540","fresno-tx",0.8119299261618648
0,"Owner Occupied",2018,"2018",10805,379,"Friendswood, TX","16000US4827648","friendswood-tx",0.7977702303603071
0,"Owner Occupied",2018,"2018",2271,99,"Fulshear, TX","16000US4827876","fulshear-tx",0.9839688041594454
0,"Owner Occupied",2018,"2018",1893,181,"Galena Park, TX","16000US4827996","galena-park-tx",0.6471794871794871
0,"Owner Occupied",2018,"2018",549,71,"Hedwig Village, TX","16000US4833068","hedwig-village-tx",0.5915948275862069
0,"Owner Occupied",2018,"2018",321,44,"Hilshire Village, TX","16000US4834148","hilshire-village-tx",0.963963963963964
0,"Owner Occupied",2018,"2018",364153,4118,"Houston, TX","16000US4835000","houston-tx",0.4292536011504821
0,"Owner Occupied",2018,"2018",2366,355,"Humble, TX","16000US4835348","humble-tx",0.405484147386461
0,"Owner Occupied",2018,"2018",1541,78,"Hunters Creek Village, TX","16000US4835480","hunters-creek-village-tx",0.984664536741214
0,"Owner Occupied",2018,"2018",2029,221.00000000000003,"Jacinto City, TX","16000US4837156","jacinto-city-tx",0.6400630914826498
0,"Owner Occupied",2018,"2018",2087,155,"Jersey Village, TX","16000US4837612","jersey-village-tx",0.5358151476251605
0,"Owner Occupied",2018,"2018",4536,343,"Katy, TX","16000US4838476","katy-tx",0.756
0,"Owner Occupied",2018,"2018",1384,108,"Meadows Place, TX","16000US4847337","meadows-place-tx",0.923282188125417
0,"Owner Occupied",2018,"2018",8459,344,"Mission Bend, TX","16000US4848772","mission-bend-tx",0.7806386120339609
0,"Owner Occupied",2018,"2018",19696,752,"Missouri City, TX","16000US4848804","missouri-city-tx",0.8066511037391981
0,"Owner Occupied",2018,"2018",1050,143,"Nassau Bay, TX","16000US4850376","nassau-bay-tx",0.5731441048034934
0,"Owner Occupied",2018,"2018",1037,115.99999999999999,"Oak Ridge North, TX","16000US4853190","oak-ridge-north-tx",0.908851884312007
0,"Owner Occupied",2018,"2018",25794,761,"Pasadena, TX","16000US4856000","pasadena-tx",0.5293900336589771
0,"Owner Occupied",2018,"2018",29989,865.9999999999999,"Pearland, TX","16000US4856348","pearland-tx",0.7586965871429656
0,"Owner Occupied",2018,"2018",5236,469,"Pecan Grove, TX","16000US4856482","pecan-grove-tx",0.8526298648428595
0,"Owner Occupied",2018,"2018",1183,48,"Piney Point Village, TX","16000US4857800","piney-point-village-tx",0.9899581589958159
0,"Owner Occupied",2018,"2018",2700,237,"South Houston, TX","16000US4869020","south-houston-tx",0.5728835136855506
0,"Owner Occupied",2018,"2018",417,33,"Southside Place, TX","16000US4869272","southside-place-tx",0.7707948243992606
0,"Owner Occupied",2018,"2018",14079,581,"Spring, TX","16000US4869596","spring-tx",0.7093767319997984
0,"Owner Occupied",2018,"2018",1398,81,"Spring Valley Village, TX","16000US4869830","spring-valley-village-tx",0.9628099173553719
0,"Owner Occupied",2018,"2018",31896,695,"Sugar Land, TX","16000US4870808","sugar-land-tx",0.8312094441404112
0,"Owner Occupied",2018,"2018",28931,1019,"The Woodlands, TX","16000US4872656","the-woodlands-tx",0.7136408485446473
0,"Owner Occupied",2018,"2018",2160,246.00000000000003,"Tomball, TX","16000US4873316","tomball-tx",0.49529924329282277
0,"Owner Occupied",2018,"2018",649,136,"Webster, TX","16000US4876948","webster-tx",0.13861597607859888
0,"Owner Occupied",2018,"2018",4847,202,"West University Place, TX","16000US4877956","west-university-place-tx",0.8936209439528023
0,"Owner Occupied",2018,"2018",1395737,8413,"Houston-The Woodlands-Sugar Land, TX","31000US26420","houston-the-woodlands-sugar-land-tx",0.6041594433067428
0,"Owner Occupied",2017,"2017",75833135,358989,"United States","01000US","united-states",0.6381868060589238
0,"Owner Occupied",2017,"2017",5851046,29464.999999999996,"Texas","04000US48","texas",0.6204439060448957
0,"Owner Occupied",2017,"2017",173534,1911,"Fort Bend County, TX","05000US48157","fort-bend-county-tx",0.7805209350023163
0,"Owner Occupied",2017,"2017",855629,5250,"Harris County, TX","05000US48201","harris-county-tx",0.5474928862250314
0,"Owner Occupied",2017,"2017",133082,1834.0000000000002,"Montgomery County, TX","05000US48339","montgomery-county-tx",0.7121978368948042
0,"Owner Occupied",2017,"2017",2528,224,"Aldine, TX","16000US4801696","aldine-tx",0.6502057613168725
0,"Owner Occupied",2017,"2017",19122,579,"Atascocita, TX","16000US4804462","atascocita-tx",0.8066312325993419
0,"Owner Occupied",2017,"2017",5751,222,"Bellaire, TX","16000US4807300","bellaire-tx",0.8699137800635305
0,"Owner Occupied",2017,"2017",527,92,"Brookside Village, TX","16000US4810648","brookside-village-tx",0.8338607594936709
0,"Owner Occupied",2017,"2017",1172,74,"Bunker Hill Village, TX","16000US4811300","bunker-hill-village-tx",0.9782971619365609
0,"Owner Occupied",2017,"2017",8101,429,"Channelview, TX","16000US4814236","channelview-tx",0.68121426168853
0,"Owner Occupied",2017,"2017",4900,221.00000000000003,"Cinco Ranch, TX","16000US4814929","cinco-ranch-tx",0.8268646641916976
0,"Owner Occupied",2017,"2017",4080,217,"Cloverleaf, TX","16000US4815628","cloverleaf-tx",0.6193078324225865
0,"Owner Occupied",2017,"2017",8340,449.00000000000006,"Deer Park, TX","16000US4819624","deer-park-tx",0.7366189719130896
0,"Owner Occupied",2017,"2017",2703,319,"Four Corners, TX","16000US4827102","four-corners-tx",0.818594791035736
0,"Owner Occupied",2017,"2017",5539,408,"Fresno, TX","16000US4827540","fresno-tx",0.8286953919808497
0,"Owner Occupied",2017,"2017",10628,410,"Friendswood, TX","16000US4827648","friendswood-tx",0.793548868812066
0,"Owner Occupied",2017,"2017",1775,87,"Fulshear, TX","16000US4827876","fulshear-tx",0.9817477876106194
0,"Owner Occupied",2017,"2017",1952,218,"Galena Park, TX","16000US4827996","galena-park-tx",0.65635507733692
0,"Owner Occupied",2017,"2017",532,65,"Hedwig Village, TX","16000US4833068","hedwig-village-tx",0.5428571428571428
0,"Owner Occupied",2017,"2017",310,42,"Hilshire Village, TX","16000US4834148","hilshire-village-tx",0.96875
0,"Owner Occupied",2017,"2017",362878,3438.9999999999995,"Houston, TX","16000US4835000","houston-tx",0.4325382919125097
0,"Owner Occupied",2017,"2017",2442,388,"Humble, TX","16000US4835348","humble-tx",0.4340561677923925
0,"Owner Occupied",2017,"2017",1589,84,"Hunters Creek Village, TX","16000US4835480","hunters-creek-village-tx",0.9918851435705368
0,"Owner Occupied",2017,"2017",1943,236,"Jacinto City, TX","16000US4837156","jacinto-city-tx",0.6129337539432177
0,"Owner Occupied",2017,"2017",2059,156,"Jersey Village, TX","16000US4837612","jersey-village-tx",0.558448603200434
0,"Owner Occupied",2017,"2017",4507,375,"Katy, TX","16000US4838476","katy-tx",0.7568429890848027
0,"Owner Occupied",2017,"2017",1363,126.00000000000001,"Meadows Place, TX","16000US4847337","meadows-place-tx",0.9098798397863819
0,"Owner Occupied",2017,"2017",8536,351,"Mission Bend, TX","16000US4848772","mission-bend-tx",0.7849917233768623
0,"Owner Occupied",2017,"2017",19426,588,"Missouri City, TX","16000US4848804","missouri-city-tx",0.8055233040305192
0,"Owner Occupied",2017,"2017",992,148,"Nassau Bay, TX","16000US4850376","nassau-bay-tx",0.5333333333333333
0,"Owner Occupied",2017,"2017",1031,112.99999999999999,"Oak Ridge North, TX","16000US4853190","oak-ridge-north-tx",0.9115826702033598
0,"Owner Occupied",2017,"2017",26079,740,"Pasadena, TX","16000US4856000","pasadena-tx",0.532975005620159
0,"Owner Occupied",2017,"2017",29495,835,"Pearland, TX","16000US4856348","pearland-tx",0.7593584264456001
0,"Owner Occupied",2017,"2017",5047,475,"Pecan Grove, TX","16000US4856482","pecan-grove-tx",0.8372594558725945
0,"Owner Occupied",2017,"2017",1167,57.00000000000001,"Piney Point Village, TX","16000US4857800","piney-point-village-tx",0.9915038232795242
0,"Owner Occupied",2017,"2017",2762,231,"South Houston, TX","16000US4869020","south-houston-tx",0.5982239549491012
0,"Owner Occupied",2017,"2017",422,39,"Southside Place, TX","16000US4869272","southside-place-tx",0.7068676716917923
0,"Owner Occupied",2017,"2017",14323,533,"Spring, TX","16000US4869596","spring-tx",0.7303554127785427
0,"Owner Occupied",2017,"2017",1394,72,"Spring Valley Village, TX","16000US4869830","spring-valley-village-tx",0.9567604667124228
0,"Owner Occupied",2017,"2017",23296,622,"Sugar Land, TX","16000US4870808","sugar-land-tx",0.8073191017466038
0,"Owner Occupied",2017,"2017",28655,1117,"The Woodlands, TX","16000US4872656","the-woodlands-tx",0.7182784378603299
0,"Owner Occupied",2017,"2017",2052,290,"Tomball, TX","16000US4873316","tomball-tx",0.4681724845995893
0,"Owner Occupied",2017,"2017",582,126.00000000000001,"Webster, TX","16000US4876948","webster-tx",0.12878955521132995
0,"Owner Occupied",2017,"2017",4844,230,"West University Place, TX","16000US4877956","west-university-place-tx",0.8855575868372944
0,"Owner Occupied",2017,"2017",1373056,7601,"Houston-The Woodlands-Sugar Land, TX","31000US26420","houston-the-woodlands-sugar-land-tx",0.6044548220364763
0,"Owner Occupied",2016,"2016",74881068,360470,"United States","01000US","united-states",0.6361150331368476
0,"Owner Occupied",2016,"2016",5747458,28451,"Texas","04000US48","texas",0.6187011776884014
0,"Owner Occupied",2016,"2016",167037,1939,"Fort Bend County, TX","05000US48157","fort-bend-county-tx",0.7800874251608866
0,"Owner Occupied",2016,"2016",837912,5401,"Harris County, TX","05000US48201","harris-county-tx",0.5454236557767929
0,"Owner Occupied",2016,"2016",128765,1780,"Montgomery County, TX","05000US48339","montgomery-county-tx",0.7170062420999292
0,"Owner Occupied",2016,"2016",2399,195,"Aldine, TX","16000US4801696","aldine-tx",0.627025614218505
0,"Owner Occupied",2016,"2016",18209,629,"Atascocita, TX","16000US4804462","atascocita-tx",0.7940778858314073
0,"Owner Occupied",2016,"2016",5544,207,"Bellaire, TX","16000US4807300","bellaire-tx",0.8766603415559773
0,"Owner Occupied",2016,"2016",466,81,"Brookside Village, TX","16000US4810648","brookside-village-tx",0.827708703374778
0,"Owner Occupied",2016,"2016",1134,93,"Bunker Hill Village, TX","16000US4811300","bunker-hill-village-tx",0.9529411764705882
0,"Owner Occupied",2016,"2016",8089,446,"Channelview, TX","16000US4814236","channelview-tx",0.6815807212672733
0,"Owner Occupied",2016,"2016",4604,238.99999999999997,"Cinco Ranch, TX","16000US4814929","cinco-ranch-tx",0.814002828854314
0,"Owner Occupied",2016,"2016",3967,216,"Cloverleaf, TX","16000US4815628","cloverleaf-tx",0.6119080672528151
0,"Owner Occupied",2016,"2016",8290,416,"Deer Park, TX","16000US4819624","deer-park-tx",0.7424323840229268
0,"Owner Occupied",2016,"2016",2815,297,"Four Corners, TX","16000US4827102","four-corners-tx",0.8556231003039514
0,"Owner Occupied",2016,"2016",5065,458,"Fresno, TX","16000US4827540","fresno-tx",0.8329222167406677
0,"Owner Occupied",2016,"2016",10492,355,"Friendswood, TX","16000US4827648","friendswood-tx",0.7932259771679141
0,"Owner Occupied",2016,"2016",1336,77,"Fulshear, TX","16000US4827876","fulshear-tx",0.9766081871345029
0,"Owner Occupied",2016,"2016",2027,211,"Galena Park, TX","16000US4827996","galena-park-tx",0.6718594630427577
0,"Owner Occupied",2016,"2016",549,60.00000000000001,"Hedwig Village, TX","16000US4833068","hedwig-village-tx",0.5671487603305785
0,"Owner Occupied",2016,"2016",308,42,"Hilshire Village, TX","16000US4834148","hilshire-village-tx",0.9595015576323987
0,"Owner Occupied",2016,"2016",359118,3393,"Houston, TX","16000US4835000","houston-tx",0.43206531547248084
0,"Owner Occupied",2016,"2016",2378,337,"Humble, TX","16000US4835348","humble-tx",0.44143307963616113
0,"Owner Occupied",2016,"2016",1504,92,"Hunters Creek Village, TX","16000US4835480","hunters-creek-village-tx",0.9622520793346129
0,"Owner Occupied",2016,"2016",1743,202,"Jacinto City, TX","16000US4837156","jacinto-city-tx",0.5488035264483627
0,"Owner Occupied",2016,"2016",1987,146,"Jersey Village, TX","16000US4837612","jersey-village-tx",0.558459808881394
0,"Owner Occupied",2016,"2016",4166,301,"Katy, TX","16000US4838476","katy-tx",0.7334507042253521
0,"Owner Occupied",2016,"2016",1423,138,"Meadows Place, TX","16000US4847337","meadows-place-tx",0.9204398447606728
0,"Owner Occupied",2016,"2016",8254,340,"Mission Bend, TX","16000US4848772","mission-bend-tx",0.7825922063145918
0,"Owner Occupied",2016,"2016",19332,708,"Missouri City, TX","16000US4848804","missouri-city-tx",0.8120982986767485
0,"Owner Occupied",2016,"2016",948,143,"Nassau Bay, TX","16000US4850376","nassau-bay-tx",0.49581589958158995
0,"Owner Occupied",2016,"2016",1052,71,"Oak Ridge North, TX","16000US4853190","oak-ridge-north-tx",0.9460431654676259
0,"Owner Occupied",2016,"2016",26038,709,"Pasadena, TX","16000US4856000","pasadena-tx",0.5286903553299492
0,"Owner Occupied",2016,"2016",26861,903.0000000000001,"Pearland, TX","16000US4856348","pearland-tx",0.753379704941942
0,"Owner Occupied",2016,"2016",5151,392,"Pecan Grove, TX","16000US4856482","pecan-grove-tx",0.8542288557213931
0,"Owner Occupied",2016,"2016",1144,63.00000000000001,"Piney Point Village, TX","16000US4857800","piney-point-village-tx",0.9836629406706793
0,"Owner Occupied",2016,"2016",2736,244.99999999999997,"South Houston, TX","16000US4869020","south-houston-tx",0.5886402753872634
0,"Owner Occupied",2016,"2016",420,42,"Southside Place, TX","16000US4869272","southside-place-tx",0.6687898089171974
0,"Owner Occupied",2016,"2016",13805,614,"Spring, TX","16000US4869596","spring-tx",0.7236462756198564
0,"Owner Occupied",2016,"2016",1408,78,"Spring Valley Village, TX","16000US4869830","spring-valley-village-tx",0.952638700947226
0,"Owner Occupied",2016,"2016",22947,684,"Sugar Land, TX","16000US4870808","sugar-land-tx",0.8189507494646681
0,"Owner Occupied",2016,"2016",28275,982,"The Woodlands, TX","16000US4872656","the-woodlands-tx",0.7193375225786756
0,"Owner Occupied",2016,"2016",1896,231.99999999999997,"Tomball, TX","16000US4873316","tomball-tx",0.4574185765983112
0,"Owner Occupied",2016,"2016",588,152,"Webster, TX","16000US4876948","webster-tx",0.1253998720409469
0,"Owner Occupied",2016,"2016",4861,215.00000000000003,"West University Place, TX","16000US4877956","west-university-place-tx",0.8885030159020288
0,"Owner Occupied",2016,"2016",1339428,7786,"Houston-The Woodlands-Sugar Land, TX","31000US26420","houston-the-woodlands-sugar-land-tx",0.6023071018500074
0,"Owner Occupied",2015,"2015",74712091,353420,"United States","01000US","united-states",0.6389673478521365
0,"Owner Occupied",2015,"2015",5693770,28353,"Texas","04000US48","texas",0.6223246283061376
0,"Owner Occupied",2015,"2015",162261,2102,"Fort Bend County, TX","05000US48157","fort-bend-county-tx",0.7869565639125459
0,"Owner Occupied",2015,"2015",823646,5791,"Harris County, TX","05000US48201","harris-county-tx",0.5492701703469358
0,"Owner Occupied",2015,"2015",124410,1276,"Montgomery County, TX","05000US48339","montgomery-county-tx",0.7181449797388564
0,"Owner Occupied",2015,"2015",2293,231.99999999999997,"Aldine, TX","16000US4801696","aldine-tx",0.6079003181336161
